fold,MAE,RMSE,EV
1,0.17765005559479743,0.23338306020692945,0.0501637458907388
2,0.17679665330739003,0.23382359739869513,0.025124103060943925
3,0.17961922921759596,0.23580807264015632,0.041042388317306666
4,0.17849632190942197,0.23360672976199517,0.03887056582773518
5,0.17817238990384612,0.233512935805412,0.037302754605655464
