fold,MAE,RMSE,EV
1,0.1754509887226516,0.23113945052085527,0.045858211341807564
2,0.17691973865974137,0.23397977328211736,0.023831074219237802
3,0.17857265111230836,0.23396871372915662,0.041055115840984535
4,0.1813029138242767,0.23625555733295878,0.0407503153061618
5,0.17940150626255288,0.235588201642372,0.03554911663945293
