fold,MAE,RMSE,EV
1,0.1782982971325332,0.23399955597887723,0.04513970355787977
2,0.18012588405862517,0.23669883654924712,0.026245829660334175
3,0.17504283144180713,0.2308952876325298,0.036173096401938554
4,0.18094400306478622,0.2356335588041085,0.03978532556578929
5,0.17932373116070788,0.23549899640745284,0.024355185389847822
