fold,MAE,RMSE,EV
1,0.17552598484169757,0.23122992207079354,0.04487725963138944
2,0.17699791277777824,0.23406362332352268,0.02319240619140872
3,0.17844128075188384,0.23391455101619377,0.04144495870148346
4,0.18131038618888398,0.23623191708821495,0.040944567414686106
5,0.1795490814286215,0.23570525973702705,0.034623992467903264
