fold,MAE,RMSE,EV
1,0.1752850193042364,0.2310541653958229,0.04662516312295539
2,0.17678017585781014,0.23381002669140563,0.02523945414915041
3,0.17846155929447585,0.23379553515885076,0.0425136793470291
4,0.1811437411281162,0.2361316363882219,0.04176475503381283
5,0.17940020966717557,0.23553689917660678,0.03599363584142945
